nid,Sequence,Judge Name,Court Type,Court Name,Appointment Title,Appointing President,Party of Appointing President,Reappointing President,Party of Reappointing President,ABA Rating,Seat ID,Statute Authorizing New Seat,Recess Appointment Date,Nomination Date,Committee Referral Date,Hearing Date,Judiciary Committee Action,Committee Action Date,Senate Vote Type,Ayes/Nays,Confirmation Date,Commission Date,"Service as Chief Judge, Begin","Service as Chief Judge, End","2nd Service as Chief Judge, Begin","2nd Service as Chief Judge, End",Senior Status Date,Termination,Termination Date
1393646,1,"Cogburn, Max Oliver, Jr.",U.S. District Court,U.S. District Court for the Western District of North Carolina,Judge,Barack Obama,Democratic,,,Well Qualified,NCWD0403, ,,2011-01-05,2011-01-05,,Reported (favorably),2011-02-03,Roll Call, 96/0,2011-03-10,2011-03-11,,,,,,,
4020796,1,"Coggins, Donald Cecil, Jr.",U.S. District Court,U.S. District Court for the District of South Carolina,Judge,Donald J. Trump,Republican,,,Well Qualified,SCD0403,,,2017-08-03,2017-08-03,,Reported (favorably),2017-09-14,Roll Call, 96/0,2017-11-16,2017-11-20,,,,,,,
1394651,1,"Cohen, Mark Howard",U.S. District Court,U.S. District Court for the Northern District of Georgia,Judge,Barack Obama,Democratic,,,Qualified,GAND0903, ,,2014-01-06,2014-01-06,2014-05-13,Reported (favorably),2014-06-19,Voice,  ,2014-11-18,2014-11-20,,,,,,,
1379306,1,"Cohill, Maurice Blanchard, Jr.",U.S. District Court,U.S. District Court for the Western District of Pennsylvania,Judge,Gerald Ford,Republican,,,Qualified,PAWD0902, ,,1976-05-04,1976-05-04,1976-05-18,Reported (favorably),1976-05-18,Voice,  ,1976-05-18,1976-05-21,1985,1992,,,1994-11-28,,
1379311,1,"Cohn, Avern Levin",U.S. District Court,U.S. District Court for the Eastern District of Michigan,Judge,Jimmy Carter,Democratic,,,Qualified,MIED1101,92 Stat. 1629,,1979-05-17,1979-05-17,1979-07-27,Reported (favorably),1979-09-11,Voice,  ,1979-09-25,1979-09-26,,,,,1999-10-09,,
1391931,1,"Cohn, James I.",U.S. District Court,U.S. District Court for the Southern District of Florida,Judge,George W. Bush,Republican,,,Well Qualified,FLSD2401,116 Stat. 1758,,2003-05-01,2003-05-01,2003-07-09,Reported (favorably),2003-07-17,Roll Call, 96/0,2003-07-31,2003-08-01,,,,,2016-08-05,,
7465651,1,"Cole, Douglas Russell",U.S. District Court,U.S. District Court for the Southern District of Ohio,Judge,Donald J. Trump,Republican,,,Well Qualified,OHSD0604,,,2019-05-13,2019-05-13,2019-06-26,Reported (favorably),2019-07-18,Roll Call, 64/29,2019-12-04,2019-12-05,,,,,,,
1379321,1,"Cole, Ransey Guy, Jr.",U.S. Court of Appeals,U.S. Court of Appeals for the Sixth Circuit,Judge,William J. Clinton,Democratic,,,Well Qualified,CA60803, ,,1995-06-29,1995-06-29,1995-09-28,Reported (favorably),1995-10-26,Voice,  ,1995-12-22,1995-12-26,2014,,,,,,
1393276,1,"Coleman, Sharon Johnson",U.S. District Court,U.S. District Court for the Northern District of Illinois,Judge,Barack Obama,Democratic,,,Well Qualified,ILND2203, ,,2010-02-24,2010-02-24,2010-03-10,Reported (favorably),2010-04-15,Roll Call, 86/0,2010-07-12,2010-07-13,,,,,,,
1379346,1,"Collier, Curtis Lynn",U.S. District Court,U.S. District Court for the Eastern District of Tennessee,Judge,William J. Clinton,Democratic,,,Well Qualified,TNED0501,104 Stat. 5089,,1995-02-13,1995-02-13,1995-03-28,Reported (favorably),1995-04-07,Voice,  ,1995-05-08,1995-05-10,2005,2012,,,2014-10-31,,
1379351,1,"Collier, Lacey A.",U.S. District Court,U.S. District Court for the Northern District of Florida,Judge,George H.W. Bush,Republican,,,Well Qualified,FLND0601,104 Stat. 5089,,1991-07-24,1991-07-24,1991-11-05,Reported (favorably),1991-11-15,Voice,  ,1991-11-15,1991-11-18,,,,,2003-11-20,,
1379356,1,"Collins, Audrey B.",U.S. District Court,U.S. District Court for the Central District of California,Judge,William J. Clinton,Democratic,,,Qualified,CACD1004, ,,1994-01-27,1994-01-27,1994-03-25,Reported (favorably),1994-05-05,Voice,  ,1994-05-06,1994-05-09,2009,2012,,,,Retirement,2014-08-01
6480596,1,"Collins, Daniel Paul",U.S. Court of Appeals,U.S. Court of Appeals for the Ninth Circuit,Judge,Donald J. Trump,Republican,,,Well Qualified,CA92002,,,2019-02-06,2019-02-06,2019-03-13,Reported (favorably),2019-04-04,Roll Call, 53/46,2019-05-21,2019-05-22,,,,,,,
1390741,1,"Collins, Raner Christercunean",U.S. District Court,U.S. District Court for the District of Arizona,Judge,William J. Clinton,Democratic,,,Qualified,AZD0108, ,,1998-05-11,1998-05-11,1998-06-18,Reported (favorably),1998-06-25,Voice,  ,1998-07-31,1998-08-03,2013,2018,,,2019-03-04,,
1379361,1,"Collins, Robert Frederick",U.S. District Court,U.S. District Court for the Eastern District of Louisiana,Judge,Jimmy Carter,Democratic,,,Qualified,LAED0902, ,,1978-01-26,1978-01-26,1978-02-07,Reported (favorably),1978-05-16,Voice,  ,1978-05-17,1978-05-19,,,,,,Resignation,1993-08-06
1391956,1,"Colloton, Steven M.",U.S. Court of Appeals,U.S. Court of Appeals for the Eighth Circuit,Judge,George W. Bush,Republican,,,Qualified,CA81402, ,,2003-02-12,2003-02-12,2003-07-22,Reported (favorably),2003-07-31,Roll Call, 94/1,2003-09-04,2003-09-10,,,,,,,
1391716,1,"Collyer, Rosemary M.",U.S. District Court,U.S. District Court for the District of Columbia,Judge,George W. Bush,Republican,,,Well Qualified,DCD0211, ,,2002-08-01,2002-08-01,2002-10-07,Reported (favorably),2002-10-08,Voice,  ,2002-11-14,2002-11-15,,,,,2016-05-18,,
7545466,1,"Colville, Robert John",U.S. District Court,U.S. District Court for the Western District of Pennsylvania,Judge,Donald J. Trump,Republican,,,Well Qualified,PAWD0904,,,2019-03-05,2019-03-05,,Reported (favorably),2019-05-09,Roll Call, 66/27,2019-12-19,2019-12-31,,,,,,,
1379386,1,"Conaboy, Richard Paul",U.S. District Court,U.S. District Court for the Middle District of Pennsylvania,Judge,Jimmy Carter,Democratic,,,Qualified,PAMD0601,92 Stat. 1629,,1979-05-29,1979-06-04,1979-07-12,Reported (favorably),1979-07-17,Voice,  ,1979-07-23,1979-07-24,1989,1992,,,1992-09-01,Death,2018-11-09
1379391,1,"Conboy, Kenneth",U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Ronald Reagan,Republican,,,Qualified,NYSD2003, ,,1987-11-05,1987-11-05,1987-12-09,Reported (favorably),1987-12-17,Voice,  ,1987-12-19,1987-12-21,,,,,,Resignation,1993-12-31
1392996,1,"Conley, William Martin",U.S. District Court,U.S. District Court for the Western District of Wisconsin,Judge,Barack Obama,Democratic,,,Well Qualified,WIWD0202, ,,2009-10-29,2009-10-29,2009-11-18,Reported (favorably),2009-12-10,Roll Call, 99/0,2010-03-04,2010-03-25,2010,2017,,,,,
1379411,1,"Conlon, Suzanne B.",U.S. District Court,U.S. District Court for the Northern District of Illinois,Judge,Ronald Reagan,Republican,,,Qualified,ILND0703, ,,1987-04-02,1987-04-02,1988-01-27,Reported (favorably),1988-02-04,Voice,  ,1988-02-19,1988-02-22,,,,,2004-04-17,,
1379416,1,"Conmy, Patrick Anthony",U.S. District Court,U.S. District Court for the District of North Dakota,Judge,Ronald Reagan,Republican,,,Qualified,NDD0303, ,,1985-10-16,1985-10-16,1985-11-06,Reported (favorably),1985-11-14,Voice,  ,1985-12-16,1985-12-17,1985,1992,,,2000-01-05,,
1391551,1,"Conner, Christopher C.",U.S. District Court,U.S. District Court for the Middle District of Pennsylvania,Judge,George W. Bush,Republican,,,Well Qualified,PAMD0702, ,,2002-02-28,2002-02-28,2002-05-09,Reported (favorably),2002-05-16,Voice,  ,2002-07-26,2002-07-29,2013,2020,,,,,
1379436,1,"Conner, William Curtis",U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Richard M. Nixon,Republican,,,Qualified,NYSD1802, ,,1973-11-09,1973-11-09,1973-11-28,Reported (favorably),1973-12-13,Voice,  ,1973-12-13,1973-12-19,,,,,1987-03-31,Death,2009-07-09
5018791,1,"Connolly, Colm Felix",U.S. District Court,U.S. District Court for the District of Delaware,Judge,Donald J. Trump,Republican,,,Well Qualified,DED0114,,,2017-12-20,2017-12-20,2018-02-14,Reported (favorably),2018-03-15,Voice,,2018-08-01,2018-08-03,,,,,,,
1391991,1,"Conrad, Glen Edward",U.S. District Court,U.S. District Court for the Western District of Virginia,Judge,George W. Bush,Republican,,,Well Qualified,VAWD0403, ,,2003-04-28,2003-04-28,2003-07-30,Reported (favorably),2003-09-04,Roll Call, 89/0,2003-09-22,2003-09-24,2010,2017,,,2017-12-11,,
1392261,1,"Conrad, Robert James, Jr.",U.S. District Court,U.S. District Court for the Western District of North Carolina,Judge,George W. Bush,Republican,,,Qualified,NCWD0601,116 Stat. 1758,,2005-02-14,2005-02-14,2005-03-03,Reported (favorably),2005-04-14,Voice,  ,2005-04-28,2005-06-02,2006,2013,,,,,
1391591,1,"Conti, Joy Flowers",U.S. District Court,U.S. District Court for the Western District of Pennsylvania,Judge,George W. Bush,Republican,,,Well Qualified,PAWD0703, ,,2002-01-23,2002-01-23,2002-05-09,Reported (favorably),2002-05-16,Roll Call, 96/0,2002-07-29,2002-07-31,2013,2018,,,2018-12-06,,
1379446,1,"Conti, Samuel",U.S. District Court,U.S. District Court for the Northern District of California,Judge,Richard M. Nixon,Republican,,,Qualified,CAND1301,84 Stat. 294,,1970-10-07,1970-10-07,1970-10-13,Reported (favorably),1970-10-13,Voice,  ,1970-10-13,1970-10-16,,,,,1987-11-01,Death,2018-08-29
1379451,1,"Contie, Leroy John, Jr.",U.S. District Court,U.S. District Court for the Northern District of Ohio,Judge,Richard M. Nixon,Republican,,,Well Qualified,OHND0602, ,,1971-11-19,1971-11-19,1971-12-01,Reported (favorably),1971-12-01,Voice,  ,1971-12-01,1971-12-06,,,,,,Appointment to Another Judicial Position,1982-03-23
1379451,2,"Contie, Leroy John, Jr.",U.S. Court of Appeals,U.S. Court of Appeals for the Sixth Circuit,Judge,Ronald Reagan,Republican,,,Well Qualified,CA60505, ,,1982-01-26,1982-01-26,1982-02-26,Reported (favorably),1982-03-02,Voice,  ,1982-03-04,1982-03-09,,,,,1986-06-30,Death,2001-05-11
1393936,1,"Contreras, Rudolph",U.S. District Court,U.S. District Court for the District of Columbia,Judge,Barack Obama,Democratic,,,Qualified,DCD0410, ,,2011-07-28,2011-07-28,2011-10-04,Reported (favorably),2011-11-03,Voice,  ,2012-03-22,2012-03-23,,,,,,,
1379456,1,"Conway, Anne C.",U.S. District Court,U.S. District Court for the Middle District of Florida,Judge,George H.W. Bush,Republican,,,Qualified,FLMD0503, ,,1991-07-24,1991-07-24,1991-11-14,Reported (favorably),1991-11-21,Voice,  ,1991-11-21,1991-11-25,2008,2015,,,2015-08-01,,
1379461,1,"Conway, John Edwards",U.S. District Court,U.S. District Court for the District of New Mexico,Judge,Ronald Reagan,Republican,,,Well Qualified,NMD0403, ,,1986-05-14,1986-05-14,1986-06-11,Reported (favorably),1986-06-12,Voice,  ,1986-06-13,1986-06-16,1994,2000,,,2000-09-01,Death,2014-06-01
1391876,1,"Coogler, L. Scott",U.S. District Court,U.S. District Court for the Northern District of Alabama,Judge,George W. Bush,Republican,,,Qualified,ALND0803, ,,2003-03-27,2003-03-27,2003-05-07,Reported (favorably),2003-05-15,Voice,  ,2003-05-22,2003-05-28,2020,,,,,,
1391826,1,"Cook, Deborah L.",U.S. Court of Appeals,U.S. Court of Appeals for the Sixth Circuit,Judge,George W. Bush,Republican,,,Qualified,CA60507, ,,2003-01-07,2003-01-07,2003-01-29,Reported (favorably),2003-02-27,Roll Call, 66/25,2003-05-05,2003-05-07,,,,,2019-03-06,,
1379466,1,"Cook, Harold Dale",U.S. District Court,U.S. District Court for the Eastern District of Oklahoma,Judge,Gerald Ford,Republican,,,Qualified,OKED0305, ,,1974-12-02,1974-12-02,1974-12-12,Reported (favorably),1974-12-17,Voice,  ,1974-12-18,1974-12-20,,,,,1992-01-01,Death,2008-09-22
1379466,2,"Cook, Harold Dale",U.S. District Court,U.S. District Court for the Northern District of Oklahoma,Judge,Gerald Ford,Republican,,,Qualified,OKND0205, ,,1974-12-02,1974-12-02,1974-12-12,Reported (favorably),1974-12-17,Voice,  ,1974-12-18,1974-12-20,1979,1992,,,1992-01-01,Death,2008-09-22
1379466,3,"Cook, Harold Dale",U.S. District Court,U.S. District Court for the Western District of Oklahoma,Judge,Gerald Ford,Republican,,,Qualified,OKWD0205, ,,1974-12-02,1974-12-02,1974-12-12,Reported (favorably),1974-12-17,Voice,  ,1974-12-18,1974-12-20,,,,,1992-01-01,Death,2008-09-22
1379471,1,"Cook, Julian Abele, Jr.",U.S. District Court,U.S. District Court for the Eastern District of Michigan,Judge,Jimmy Carter,Democratic,,,Qualified,MIED0803, ,,1978-07-25,1978-07-25,1978-09-06,Reported (favorably),1978-09-20,Voice,  ,1978-09-22,1978-09-23,1989,1996,,,1996-12-30,Death,2017-05-16
1392101,1,"Cooke, Marcia G.",U.S. District Court,U.S. District Court for the Southern District of Florida,Judge,George W. Bush,Republican,,,Well Qualified,FLSD1204, ,,2003-11-25,2003-11-25,2004-03-10,Reported (favorably),2004-04-01,Roll Call, 96/0,2004-05-18,2004-05-18,,,,,,,
1394411,1,"Cooper, Christopher Reid",U.S. District Court,U.S. District Court for the District of Columbia,Judge,Barack Obama,Democratic,,,Well Qualified,DCD0609, ,,2014-01-06,2014-01-06,,Reported (favorably),2014-01-16,Roll Call, 100/0,2014-03-26,2014-03-28,,,,,,,
1379481,1,"Cooper, Clarence",U.S. District Court,U.S. District Court for the Northern District of Georgia,Judge,William J. Clinton,Democratic,,,Qualified,GAND0902, ,,1994-03-09,1994-03-09,1994-04-21,Reported (favorably),1994-05-05,Voice,  ,1994-05-06,1994-05-09,,,,,2009-02-09,,
1391061,1,"Cooper, Florence-Marie",U.S. District Court,U.S. District Court for the Central District of California,Judge,William J. Clinton,Democratic,,,Well Qualified,CACD2402, ,,1999-07-14,1999-07-14,1999-09-14,Reported (favorably),1999-10-07,Voice,  ,1999-11-10,1999-11-15,,,,,,Death,2010-01-15
1386061,1,"Cooper, Mary Little",U.S. District Court,U.S. District Court for the District of New Jersey,Judge,George H.W. Bush,Republican,,,Qualified,NJD1701,104 Stat. 5089,,1991-07-26,1991-07-26,1992-02-19,Reported (favorably),1992-02-27,Voice,  ,1992-02-27,1992-03-02,,,,,2011-08-31,,
1379496,1,"Copenhaver, John Thomas, Jr.",U.S. District Court,U.S. District Court for the Southern District of West Virginia,Judge,Gerald Ford,Republican,,,Well Qualified,WVSD0205, ,,1976-08-26,1976-08-26,1976-09-01,Reported (favorably),1976-09-01,Voice,  ,1976-09-01,1976-09-03,,,,,2018-11-01,,
1379511,1,"Cordova, Valdemar Aguirre",U.S. District Court,U.S. District Court for the District of Arizona,Judge,Jimmy Carter,Democratic,,,Qualified,AZD0601,92 Stat. 1629,,1979-04-30,1979-04-30,1979-06-07,Reported (favorably),1979-06-14,Voice,  ,1979-06-19,1979-06-21,,,,,,Death,1988-06-18
6770606,1,"Corker, Clifton Leland",U.S. District Court,U.S. District Court for the Eastern District of Tennessee,Judge,Donald J. Trump,Republican,,,Well Qualified,TNED0205,,,2019-01-23,2019-01-23,,Reported (favorably),2019-02-07,Roll Call, 55/39,2019-07-18,2019-07-22,,,,,,,
1391596,1,"Corrigan, Timothy J.",U.S. District Court,U.S. District Court for the Middle District of Florida,Judge,George W. Bush,Republican,,,Well Qualified,FLMD1501,113 Stat. 1501,,2002-05-22,2002-05-22,2002-07-23,Reported (favorably),2002-07-31,Roll Call, 88/0,2002-09-12,2002-09-13,,,,,,,
1393961,1,"Costa, Gregg Jeffrey",U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,Barack Obama,Democratic,,,Well Qualified,TXSD1203, ,,2011-09-08,2011-09-08,2011-11-02,Reported (favorably),2011-12-01,Roll Call, 92/2,2012-04-26,2012-04-26,,,,,,Appointment to Another Judicial Position,2014-06-02
1393961,2,"Costa, Gregg Jeffrey",U.S. Court of Appeals,U.S. Court of Appeals for the Fifth Circuit,Judge,Barack Obama,Democratic,,,Well Qualified,CA51504, ,,2014-01-06,2014-01-06,2014-02-25,Reported (favorably),2014-03-27,Roll Call, 97/0,2014-05-20,2014-06-02,,,,,,,
1379521,1,"Costantino, Mark Americus",U.S. District Court,U.S. District Court for the Eastern District of New York,Judge,Richard M. Nixon,Republican,,,Qualified,NYED0901,84 Stat. 294,,1971-04-26,1971-04-26,1971-05-13,Reported (favorably),1971-05-19,Voice,  ,1971-05-20,1971-05-20,,,,,1987-12-01,Death,1990-06-17
1379526,1,"Cote, Denise",U.S. District Court,U.S. District Court for the Southern District of New York,Judge,William J. Clinton,Democratic,,,Qualified,NYSD1504, ,,1994-04-26,1994-04-26,1994-06-21,Reported (favorably),1994-08-04,Voice,  ,1994-08-09,1994-08-10,,,,,2011-12-15,,
1379536,1,"Coughenour, John C.",U.S. District Court,U.S. District Court for the Western District of Washington,Judge,Ronald Reagan,Republican,,,Well Qualified,WAWD0206, ,,1981-08-11,1981-08-11,1981-09-15,Reported (favorably),1981-09-23,Voice,  ,1981-09-25,1981-09-28,1997,2004,,,2006-07-27,,
4028221,1,"Counts, Walter David III",U.S. District Court,U.S. District Court for the Western District of Texas,Judge,Donald J. Trump,Republican,,,Well Qualified,TXWD0603,,,2017-09-11,2017-09-11,,Reported (favorably),2017-10-26,Roll Call, 96/0,2018-01-11,2018-01-17,,,,,,,
1379541,1,"Covello, Alfred V.",U.S. District Court,U.S. District Court for the District of Connecticut,Judge,George H.W. Bush,Republican,,,Well Qualified,CTD0701,104 Stat. 5089,,1992-04-01,1992-04-01,1992-08-04,Reported (favorably),1992-08-12,Voice,  ,1992-08-12,1992-08-17,1998,2003,,,2003-02-04,,
1392221,1,"Covington, Virginia Maria Hernandez",U.S. District Court,U.S. District Court for the Middle District of Florida,Judge,George W. Bush,Republican,,,Well Qualified,FLMD1002, ,,2004-04-20,2004-04-20,2004-06-16,Reported (favorably),2004-07-20,Roll Call, 91/0,2004-09-07,2004-09-10,,,,,2020-07-12,,
1379551,1,"Cowan, Finis E.",U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,Jimmy Carter,Democratic,,,Well Qualified,TXSD0502, ,,1977-05-19,1977-05-19,1977-06-08,Reported (favorably),1977-06-10,Voice,  ,1977-06-13,1977-06-14,,,,,,Resignation,1979-06-30
1379556,1,"Cowen, Robert E.",U.S. District Court,U.S. District Court for the District of New Jersey,Judge,Ronald Reagan,Republican,,,Well Qualified,NJD1501,98 Stat. 333,,1985-10-07,1985-10-07,1985-10-30,Reported (favorably),1985-10-31,Voice,  ,1985-11-01,1985-11-04,,,,,,Appointment to Another Judicial Position,1987-11-16
1379556,2,"Cowen, Robert E.",U.S. Court of Appeals,U.S. Court of Appeals for the Third Circuit,Judge,Ronald Reagan,Republican,,,Qualified,CA30307, ,,1987-08-07,1987-08-07,1987-10-20,Reported (favorably),1987-11-05,Voice,  ,1987-11-06,1987-11-09,,,,,1998-09-04,,
1379566,1,"Cox, Emmett Ripley",U.S. District Court,U.S. District Court for the Southern District of Alabama,Judge,Ronald Reagan,Republican,,,Qualified,ALSD0302, ,,1981-10-14,1981-10-14,1981-11-13,Reported (favorably),1981-11-17,Voice,  ,1981-11-18,1981-11-18,,,,,,Appointment to Another Judicial Position,1988-04-25
1379566,2,"Cox, Emmett Ripley",U.S. Court of Appeals,U.S. Court of Appeals for the Eleventh Circuit,Judge,Ronald Reagan,Republican,,,Well Qualified,CA110102, ,,1987-12-19,1987-12-19,1988-02-29,Reported (favorably),1988-03-24,Voice,  ,1988-04-15,1988-04-18,,,,,2000-12-18,,
1379576,1,"Cox, Owen DeVol",U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,Richard M. Nixon,Republican,,,Well Qualified,TXSD0801,84 Stat. 294,,1970-10-07,1970-10-07,1970-11-24,Reported (favorably),1970-11-25,Voice,  ,1970-11-25,1970-12-01,,,,,1981-03-20,Death,1990-07-21
1392421,1,"Cox, Sean Francis",U.S. District Court,U.S. District Court for the Eastern District of Michigan,Judge,George W. Bush,Republican,,,Well Qualified,MIED0206, ,,2005-02-14,2005-02-14,2006-05-02,Reported (favorably),2006-05-11,Voice,  ,2006-06-08,2006-06-12,,,,,,,
1379601,1,"Coyle, Robert Everett",U.S. District Court,U.S. District Court for the Eastern District of California,Judge,Ronald Reagan,Republican,,,Well Qualified,CAED0102, ,,1982-03-11,1982-03-11,1982-03-24,Reported (favorably),1982-03-30,Voice,  ,1982-03-31,1982-04-01,1990,1996,,,1996-05-13,Death,2012-05-07
1379606,1,"Crabb, Barbara Brandriff",U.S. District Court,U.S. District Court for the Western District of Wisconsin,Judge,Jimmy Carter,Democratic,,,Qualified,WIWD0201,92 Stat. 1629,,1979-07-21,1979-07-21,1979-10-25,Reported (favorably),1979-10-30,Voice,  ,1979-10-31,1979-11-02,1980,1996,2001,2010,2010-03-24,,
1394441,1,"Crabtree, Daniel Dale",U.S. District Court,U.S. District Court for the District of Kansas,Judge,Barack Obama,Democratic,,,Well Qualified,KSD0703, ,,2014-01-06,2014-01-06,,Reported (favorably),2014-01-16,Roll Call, 94/0,2014-04-30,2014-05-01,,,,,,,
1391466,1,"Crane, Randy",U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,George W. Bush,Republican,,,Qualified,TXSD1901,114 Stat. 2762,,2001-09-21,2001-09-21,2002-02-26,Reported (favorably),2002-03-07,Voice,  ,2002-03-18,2002-03-19,,,,,,,
